file,algorithm,time,max_value
knapPI_3_100_1000_1,dynamic,0.0243871212005615,2397.0
knapPI_3_2000_1000_1,greedy,0.0005939006805419,28827.0
knapPI_3_2000_1000_1,dynamic,7.3846189975738525,28919.0
knapPI_3_200_1000_1,greedy,7.200241088867188e-05,2649.0
knapPI_3_200_1000_1,dynamic,0.061161994934082,2697.0
knapPI_3_5000_1000_1,greedy,0.0014641284942626,72446.0
knapPI_3_5000_1000_1,dynamic,48.99533796310425,72505.0
knapPI_3_500_1000_1,greedy,0.0001568794250488,7098.0
knapPI_3_500_1000_1,dynamic,0.4390647411346435,7117.0
knapPI_1_10000_1000_1,greedy,0.0029323101043701,563605.0
knapPI_1_10000_1000_1,dynamic,202.156564950943,563647.0
knapPI_1_1000_1000_1,greedy,0.0002939701080322,54386.0
knapPI_1_1000_1000_1,dynamic,1.792025089263916,54503.0
knapPI_1_100_1000_1,greedy,5.412101745605469e-05,8817.0
knapPI_1_100_1000_1,dynamic,0.0349528789520263,9147.0
knapPI_1_2000_1000_1,greedy,0.0005760192871093,110547.0
knapPI_1_2000_1000_1,dynamic,7.661579132080078,110625.0
knapPI_1_200_1000_1,greedy,7.224082946777344e-05,11227.0
knapPI_1_200_1000_1,dynamic,0.0679090023040771,11238.0
knapPI_1_5000_1000_1,greedy,0.0014541149139404,276379.0
knapPI_1_5000_1000_1,dynamic,50.51355314254761,276457.0
knapPI_1_500_1000_1,greedy,0.0001552104949951,28834.0
knapPI_1_500_1000_1,dynamic,0.4194169044494629,28857.0
knapPI_2_10000_1000_1,greedy,0.0029170513153076,90200.0
knapPI_2_10000_1000_1,dynamic,205.0463092327118,90204.0
knapPI_2_1000_1000_1,greedy,0.0003049373626708,9046.0
knapPI_2_1000_1000_1,dynamic,1.8896167278289795,9052.0
knapPI_2_100_1000_1,greedy,4.601478576660156e-05,1487.0
knapPI_2_100_1000_1,dynamic,0.032459020614624,1514.0
knapPI_2_2000_1000_1,greedy,0.0005848407745361,18038.0
knapPI_2_2000_1000_1,dynamic,7.988471031188965,18051.0
knapPI_2_200_1000_1,greedy,7.104873657226562e-05,1604.0
knapPI_2_200_1000_1,dynamic,0.0555880069732666,1634.0
knapPI_2_5000_1000_1,greedy,0.0015511512756347,44351.0
knapPI_2_5000_1000_1,dynamic,51.1593542098999,44356.0
knapPI_2_500_1000_1,greedy,0.0001552104949951,4552.0
knapPI_2_500_1000_1,dynamic,0.4353008270263672,4566.0
knapPI_3_10000_1000_1,greedy,0.0031349658966064,146888.0
knapPI_3_10000_1000_1,dynamic,204.6111569404602,146919.0
knapPI_3_1000_1000_1,greedy,0.00030517578125,14374.0
knapPI_3_1000_1000_1,dynamic,1.8361799716949463,14390.0
knapPI_3_100_1000_1,greedy,4.7206878662109375e-05,2375.0
knapPI_3_100_1000_1,dynamic,0.0318288803100585,2397.0
knapPI_3_2000_1000_1,greedy,0.0006148815155029,28827.0
knapPI_3_2000_1000_1,dynamic,7.911027908325195,28919.0
knapPI_3_200_1000_1,greedy,7.295608520507812e-05,2649.0
knapPI_3_200_1000_1,dynamic,0.0587310791015625,2697.0
knapPI_3_5000_1000_1,greedy,0.0014588832855224,72446.0
knapPI_3_5000_1000_1,dynamic,49.67832684516907,72505.0
knapPI_3_500_1000_1,greedy,0.0001611709594726,7098.0
knapPI_3_500_1000_1,dynamic,0.4722139835357666,7117.0
knapPI_1_10000_1000_1,greedy,0.0029301643371582,563605.0
knapPI_1_10000_1000_1,dynamic,210.15296697616577,563647.0
knapPI_1_1000_1000_1,greedy,0.0003058910369873,54386.0
knapPI_1_1000_1000_1,dynamic,1.937824010848999,54503.0
knapPI_1_100_1000_1,greedy,4.887580871582031e-05,8817.0
knapPI_1_100_1000_1,dynamic,0.0350098609924316,9147.0
knapPI_1_2000_1000_1,greedy,0.0006639957427978,110547.0
knapPI_1_2000_1000_1,dynamic,8.222089052200317,110625.0
knapPI_1_200_1000_1,greedy,7.081031799316406e-05,11227.0
knapPI_1_200_1000_1,dynamic,0.0615580081939697,11238.0
knapPI_1_5000_1000_1,greedy,0.0015599727630615,276379.0
knapPI_1_5000_1000_1,dynamic,52.626508951187134,276457.0
knapPI_1_500_1000_1,greedy,0.0001552104949951,28834.0
knapPI_1_500_1000_1,dynamic,0.4619169235229492,28857.0
knapPI_2_10000_1000_1,greedy,0.002913951873779297,90200.0
